auditId,auditStatus,researchUnitId,unitType,regionId,batchId,unitStatus,field,status,evidenceId,journalEntryId,sourceId,citationId,messages,unitMessages,inheritanceStatus,expectedBreedIds,actualBreedIds,inheritanceMessages
AUDIT_01,PASS,SPC_ANHINGA_ANHINGA,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_BROAD_001,SRC_R01_B01_005,CIT_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_BROAD_001,,,PASS,BRD_ANHINGA,BRD_ANHINGA,
AUDIT_01,PASS,SPC_ANHINGA_ANHINGA,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_SPECIFIC_001,SRC_R01_B01_005,CIT_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_SPECIFIC_001,,,PASS,BRD_ANHINGA,BRD_ANHINGA,
AUDIT_01,PASS,SPC_ANSER_ANSER,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANSER_ANSER_PERSONALITY_001,JRN_R01_B01_SPC_ANSER_ANSER_PERSONALITY_001,SRC_R01_B01_044,CIT_JRN_R01_B01_SPC_ANSER_ANSER_PERSONALITY_001,,,PASS,BRD_GREYLAG_GOOSE,BRD_GREYLAG_GOOSE,
AUDIT_01,PASS,SPC_ANSER_ANSER,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_BROAD_001,SRC_R01_B01_044,CIT_JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_BROAD_001,,,PASS,BRD_GREYLAG_GOOSE,BRD_GREYLAG_GOOSE,
AUDIT_01,PASS,SPC_ANSER_ANSER,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_SPECIFIC_001,SRC_R01_B01_044,CIT_JRN_R01_B01_SPC_ANSER_ANSER_TERRAIN_SPECIFIC_001,,,PASS,BRD_GREYLAG_GOOSE,BRD_GREYLAG_GOOSE,
AUDIT_01,PASS,SPC_ANSER_CANAGICUS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_PERSONALITY_001,JRN_R01_B01_SPC_ANSER_CANAGICUS_PERSONALITY_001,SRC_R01_B01_006,CIT_JRN_R01_B01_SPC_ANSER_CANAGICUS_PERSONALITY_001,,,PASS,BRD_EMPEROR_GOOSE,BRD_EMPEROR_GOOSE,
AUDIT_01,PASS,SPC_ANSER_CANAGICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_BROAD_001,SRC_R01_B01_006,CIT_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_BROAD_001,,,PASS,BRD_EMPEROR_GOOSE,BRD_EMPEROR_GOOSE,
AUDIT_01,PASS,SPC_ANSER_CANAGICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_SPECIFIC_001,SRC_R01_B01_006,CIT_JRN_R01_B01_SPC_ANSER_CANAGICUS_TERRAIN_SPECIFIC_001,,,PASS,BRD_EMPEROR_GOOSE,BRD_EMPEROR_GOOSE,
AUDIT_01,PASS,SPC_ANSER_INDICUS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANSER_INDICUS_PERSONALITY_001,JRN_R01_B01_SPC_ANSER_INDICUS_PERSONALITY_001,SRC_R01_B01_007,CIT_JRN_R01_B01_SPC_ANSER_INDICUS_PERSONALITY_001,,,PASS,BRD_BAR_HEADED_GOOSE,BRD_BAR_HEADED_GOOSE,
AUDIT_01,PASS,SPC_ANSER_INDICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_BROAD_001,SRC_R01_B01_007,CIT_JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_BROAD_001,,,PASS,BRD_BAR_HEADED_GOOSE,BRD_BAR_HEADED_GOOSE,
AUDIT_01,PASS,SPC_ANSER_INDICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_SPECIFIC_001,SRC_R01_B01_007,CIT_JRN_R01_B01_SPC_ANSER_INDICUS_TERRAIN_SPECIFIC_001,,,PASS,BRD_BAR_HEADED_GOOSE,BRD_BAR_HEADED_GOOSE,
AUDIT_01,PASS,SPC_ANTHROPOIDES_VIRGO,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_PERSONALITY_001,JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_PERSONALITY_001,SRC_R01_B01_008,CIT_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_PERSONALITY_001,,,PASS,BRD_DEMOISELLE_CRANE,BRD_DEMOISELLE_CRANE,
AUDIT_01,PASS,SPC_ANTHROPOIDES_VIRGO,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_BROAD_001,SRC_R01_B01_008,CIT_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_BROAD_001,,,PASS,BRD_DEMOISELLE_CRANE,BRD_DEMOISELLE_CRANE,
AUDIT_01,PASS,SPC_ANTHROPOIDES_VIRGO,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_SPECIFIC_001,SRC_R01_B01_008,CIT_JRN_R01_B01_SPC_ANTHROPOIDES_VIRGO_TERRAIN_SPECIFIC_001,,,PASS,BRD_DEMOISELLE_CRANE,BRD_DEMOISELLE_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_ANTIGONE,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_PERSONALITY_001,JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_PERSONALITY_001,SRC_R01_B01_032,CIT_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_PERSONALITY_001,,,PASS,BRD_SARUS_CRANE,BRD_SARUS_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_ANTIGONE,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_BROAD_001,SRC_R01_B01_032,CIT_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_BROAD_001,,,PASS,BRD_SARUS_CRANE,BRD_SARUS_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_ANTIGONE,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_SPECIFIC_001,SRC_R01_B01_032,CIT_JRN_R01_B01_SPC_ANTIGONE_ANTIGONE_TERRAIN_SPECIFIC_001,,,PASS,BRD_SARUS_CRANE,BRD_SARUS_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_CANADENSIS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_PERSONALITY_001,JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_PERSONALITY_001,SRC_R01_B01_033,CIT_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_PERSONALITY_001,,,PASS,BRD_SANDHILL_CRANE,BRD_SANDHILL_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_CANADENSIS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_BROAD_001,SRC_R01_B01_033,CIT_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_BROAD_001,,,PASS,BRD_SANDHILL_CRANE,BRD_SANDHILL_CRANE,
AUDIT_01,PASS,SPC_ANTIGONE_CANADENSIS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_SPECIFIC_001,SRC_R01_B01_033,CIT_JRN_R01_B01_SPC_ANTIGONE_CANADENSIS_TERRAIN_SPECIFIC_001,,,PASS,BRD_SANDHILL_CRANE,BRD_SANDHILL_CRANE,
AUDIT_01,PASS,SPC_APTENODYTES_FORSTERI,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_PERSONALITY_001,JRN_R01_B01_SPC_APTENODYTES_FORSTERI_PERSONALITY_001,SRC_R01_B01_009,CIT_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_PERSONALITY_001,,,PASS,BRD_EMPEROR_PENGUIN,BRD_EMPEROR_PENGUIN,
AUDIT_01,PASS,SPC_APTENODYTES_FORSTERI,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_BROAD_001,JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_BROAD_001,SRC_R01_B01_009,CIT_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_BROAD_001,,,PASS,BRD_EMPEROR_PENGUIN,BRD_EMPEROR_PENGUIN,
AUDIT_01,PASS,SPC_APTENODYTES_FORSTERI,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_SPECIFIC_001,SRC_R01_B01_009,CIT_JRN_R01_B01_SPC_APTENODYTES_FORSTERI_TERRAIN_SPECIFIC_001,,,PASS,BRD_EMPEROR_PENGUIN,BRD_EMPEROR_PENGUIN,
AUDIT_01,PASS,SPC_APTENODYTES_PATAGONICUS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_PERSONALITY_001,JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_PERSONALITY_001,SRC_R01_B01_010,CIT_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_PERSONALITY_001,,,PASS,BRD_KING_PENGUIN,BRD_KING_PENGUIN,
AUDIT_01,PASS,SPC_APTENODYTES_PATAGONICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_BROAD_001,SRC_R01_B01_010,CIT_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_BROAD_001,,,PASS,BRD_KING_PENGUIN,BRD_KING_PENGUIN,
AUDIT_01,PASS,SPC_APTENODYTES_PATAGONICUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_SPECIFIC_001,SRC_R01_B01_010,CIT_JRN_R01_B01_SPC_APTENODYTES_PATAGONICUS_TERRAIN_SPECIFIC_001,,,PASS,BRD_KING_PENGUIN,BRD_KING_PENGUIN,
AUDIT_01,PASS,SPC_ARDEA_ALBA,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ARDEA_ALBA_PERSONALITY_001,JRN_R01_B01_SPC_ARDEA_ALBA_PERSONALITY_001,SRC_R01_B01_011,CIT_JRN_R01_B01_SPC_ARDEA_ALBA_PERSONALITY_001,,,PASS,BRD_GREAT_EGRET,BRD_GREAT_EGRET,
AUDIT_01,PASS,SPC_ARDEA_ALBA,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_BROAD_001,SRC_R01_B01_011,CIT_JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_BROAD_001,,,PASS,BRD_GREAT_EGRET,BRD_GREAT_EGRET,
AUDIT_01,PASS,SPC_ARDEA_ALBA,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_SPECIFIC_001,SRC_R01_B01_011,CIT_JRN_R01_B01_SPC_ARDEA_ALBA_TERRAIN_SPECIFIC_001,,,PASS,BRD_GREAT_EGRET,BRD_GREAT_EGRET,
AUDIT_01,PASS,SPC_ARDEA_HERODIAS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_PERSONALITY_001,JRN_R01_B01_SPC_ARDEA_HERODIAS_PERSONALITY_001,SRC_R01_B01_012,CIT_JRN_R01_B01_SPC_ARDEA_HERODIAS_PERSONALITY_001,,,PASS,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,
AUDIT_01,PASS,SPC_ARDEA_HERODIAS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_BROAD_001,SRC_R01_B01_012,CIT_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_BROAD_001,,,PASS,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,
AUDIT_01,PASS,SPC_ARDEA_HERODIAS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_SPECIFIC_001,SRC_R01_B01_012,CIT_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_SPECIFIC_001,,,PASS,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,
AUDIT_01,PASS,SPC_ARDENNA_GRISEA,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_ARDENNA_GRISEA_PERSONALITY_001,JRN_R01_B01_SPC_ARDENNA_GRISEA_PERSONALITY_001,SRC_R01_B01_057,CIT_JRN_R01_B01_SPC_ARDENNA_GRISEA_PERSONALITY_001,,,PASS,BRD_SOOTY_SHEARWATER,BRD_SOOTY_SHEARWATER,
AUDIT_01,PASS,SPC_ARDENNA_GRISEA,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_BROAD_001,JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_BROAD_001,SRC_R01_B01_057,CIT_JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_BROAD_001,,,PASS,BRD_SOOTY_SHEARWATER,BRD_SOOTY_SHEARWATER,
AUDIT_01,PASS,SPC_ARDENNA_GRISEA,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_SPECIFIC_001,SRC_R01_B01_057,CIT_JRN_R01_B01_SPC_ARDENNA_GRISEA_TERRAIN_SPECIFIC_001,,,PASS,BRD_SOOTY_SHEARWATER,BRD_SOOTY_SHEARWATER,
AUDIT_01,PASS,SPC_BALAENA_MYSTICETUS,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_PERSONALITY_001,JRN_R01_B01_SPC_BALAENA_MYSTICETUS_PERSONALITY_001,SRC_R01_B01_066,CIT_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_PERSONALITY_001,,,PASS,BRD_BOWHEAD_WHALE,BRD_BOWHEAD_WHALE,
AUDIT_01,PASS,SPC_BALAENA_MYSTICETUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_BROAD_001,JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_BROAD_001,SRC_R01_B01_069,CIT_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_BROAD_001,,,PASS,BRD_BOWHEAD_WHALE,BRD_BOWHEAD_WHALE,
AUDIT_01,PASS,SPC_BALAENA_MYSTICETUS,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_SPECIFIC_001,SRC_R01_B01_046,CIT_JRN_R01_B01_SPC_BALAENA_MYSTICETUS_TERRAIN_SPECIFIC_001,,,PASS,BRD_BOWHEAD_WHALE,BRD_BOWHEAD_WHALE,
AUDIT_01,PASS,SPC_BALAENICEPS_REX,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_BALAENICEPS_REX_PERSONALITY_001,JRN_R01_B01_SPC_BALAENICEPS_REX_PERSONALITY_001,SRC_R01_B01_013,CIT_JRN_R01_B01_SPC_BALAENICEPS_REX_PERSONALITY_001,,,PASS,BRD_SHOEBILL,BRD_SHOEBILL,
AUDIT_01,PASS,SPC_BALAENICEPS_REX,BEAST_SPECIES,R01,R01_B01,PASS,terrainBroad,PASS,EVD_JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_BROAD_001,JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_BROAD_001,SRC_R01_B01_013,CIT_JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_BROAD_001,,,PASS,BRD_SHOEBILL,BRD_SHOEBILL,
AUDIT_01,PASS,SPC_BALAENICEPS_REX,BEAST_SPECIES,R01,R01_B01,PASS,terrainSpecific,PASS,EVD_JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_SPECIFIC_001,JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_SPECIFIC_001,SRC_R01_B01_013,CIT_JRN_R01_B01_SPC_BALAENICEPS_REX_TERRAIN_SPECIFIC_001,,,PASS,BRD_SHOEBILL,BRD_SHOEBILL,
AUDIT_01,PASS,SPC_BALAENOPTERA_ACUTOROSTRATA,BEAST_SPECIES,R01,R01_B01,PASS,personalityId,PASS,EVD_JRN_R01_B01_SPC_BALAENOPTERA_ACUTOROSTRATA_PERSONALITY_001,JRN_R01_B01_SPC_BALAENOPTERA_ACUTOROSTRATA_PERSONALITY_001,SRC_R01_B01_073,CIT_JRN_R01_B01_SPC_BALAENOPTERA_ACUTOROSTRATA_PERSONALITY_001,,,PASS,BRD_COMMON_MINKE_WHALE,BRD_COMMON_MINKE_WHALE,
