researchUnitId,breedId,inheritanceRule,unitEvidenceRefs
SPC_ALLIGATOR_MISSISSIPPIENSIS,BRD_AMERICAN_ALLIGATOR,EXACT_SPECIES,EVD_JRN_R04_B01_SPC_ALLIGATOR_MISSISSIPPIENSIS_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_ALLIGATOR_MISSISSIPPIENSIS_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_ALLIGATOR_MISSISSIPPIENSIS_TERRAIN_SPECIFIC_001
SPC_BISON_BISON,BRD_AMERICAN_BISON,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_BISON_BISON_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_BISON_BISON_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_BISON_BISON_TERRAIN_SPECIFIC_001
SPC_URSUS_AMERICANUS,BRD_AMERICAN_BLACK_BEAR,EXACT_SPECIES,EVD_JRN_R02_B02_SPC_URSUS_AMERICANUS_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_URSUS_AMERICANUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_URSUS_AMERICANUS_TERRAIN_SPECIFIC_001
SPC_LITHOBATES_CATESBEIANUS,BRD_AMERICAN_BULLFROG,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_LITHOBATES_CATESBEIANUS_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_LITHOBATES_CATESBEIANUS_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_LITHOBATES_CATESBEIANUS_TERRAIN_SPECIFIC_001
SPC_PERIPLANETA_AMERICANA,BRD_AMERICAN_COCKROACH,EXACT_SPECIES,EVD_JRN_R25_B02_SPC_PERIPLANETA_AMERICANA_PERSONALITY_ID_001 | EVD_JRN_R25_B02_SPC_PERIPLANETA_AMERICANA_TERRAIN_BROAD_001 | EVD_JRN_R25_B02_SPC_PERIPLANETA_AMERICANA_TERRAIN_SPECIFIC_001
SPC_CORVUS_BRACHYRHYNCHOS,BRD_AMERICAN_CROW,EXACT_SPECIES,EVD_JRN_R08_B01_SPC_CORVUS_BRACHYRHYNCHOS_PERSONALITY_ID_001 | EVD_JRN_R08_B01_SPC_CORVUS_BRACHYRHYNCHOS_TERRAIN_BROAD_001 | EVD_JRN_R08_B01_SPC_CORVUS_BRACHYRHYNCHOS_TERRAIN_SPECIFIC_001
SPC_ANGUILLA_ROSTRATA,BRD_AMERICAN_EEL,EXACT_SPECIES,EVD_JRN_R14_B01_SPC_ANGUILLA_ROSTRATA_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_ANGUILLA_ROSTRATA_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_ANGUILLA_ROSTRATA_TERRAIN_SPECIFIC_001
SPC_CONEPATUS_LEUCONOTUS,BRD_AMERICAN_HOG_NOSED_SKUNK,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_CONEPATUS_LEUCONOTUS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_CONEPATUS_LEUCONOTUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_CONEPATUS_LEUCONOTUS_TERRAIN_SPECIFIC_001
SPC_FALCO_SPARVERIUS,BRD_AMERICAN_KESTREL,EXACT_SPECIES,EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_FALCO_SPARVERIUS_TERRAIN_SPECIFIC_001
SPC_HOMARUS_AMERICANUS,BRD_AMERICAN_LOBSTER,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_HOMARUS_AMERICANUS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_HOMARUS_AMERICANUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_HOMARUS_AMERICANUS_TERRAIN_SPECIFIC_001
SPC_OCHOTONA_PRINCEPS,BRD_AMERICAN_PIKA,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_OCHOTONA_PRINCEPS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_OCHOTONA_PRINCEPS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_OCHOTONA_PRINCEPS_TERRAIN_SPECIFIC_001
SPC_VULTUR_GRYPHUS,BRD_ANDEAN_CONDOR,EXACT_SPECIES,EVD_JRN_R18_B01_SPC_VULTUR_GRYPHUS_PERSONALITY_ID_001 | EVD_JRN_R18_B01_SPC_VULTUR_GRYPHUS_TERRAIN_BROAD_001 | EVD_JRN_R18_B01_SPC_VULTUR_GRYPHUS_TERRAIN_SPECIFIC_001
SPC_PHOENICOPARRUS_ANDINUS,BRD_ANDEAN_FLAMINGO,EXACT_SPECIES,EVD_JRN_R01_B02_SPC_PHOENICOPARRUS_ANDINUS_PERSONALITY_ID_001 | EVD_JRN_R01_B02_SPC_PHOENICOPARRUS_ANDINUS_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_SPC_PHOENICOPARRUS_ANDINUS_TERRAIN_SPECIFIC_001
SPC_DARDANUS_PEDUNCULATUS,BRD_ANEMONE_HERMIT_CRAB,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_DARDANUS_PEDUNCULATUS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_DARDANUS_PEDUNCULATUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_DARDANUS_PEDUNCULATUS_TERRAIN_SPECIFIC_001
SPC_CAELESTIS_NUNTIUS,BRD_ANGELS_ANGEL,EXACT_TRADITION,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001
SPC_CAELESTIS_NUNTIUS,BRD_ANGELS_ARCHANGEL,EXACT_TRADITION,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001
SPC_CAELESTIS_NUNTIUS,BRD_ANGELS_CHERUB,EXACT_TRADITION,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001
SPC_CAELESTIS_NUNTIUS,BRD_ANGELS_OPHANIM,EXACT_TRADITION,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001
SPC_CAELESTIS_NUNTIUS,BRD_ANGELS_SERAPH,EXACT_TRADITION,EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_PERSONALITY_ID_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_BROAD_001 | EVD_JRN_R06_B01_SPC_CAELESTIS_NUNTIUS_TERRAIN_SPECIFIC_001
SPC_ANHINGA_ANHINGA,BRD_ANHINGA,EXACT_SPECIES,EVD_JRN_R01_B01_SPC_ANHINGA_ANHINGA_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_ANHINGA_ANHINGA_TERRAIN_SPECIFIC_001
SPC_AUTOMATON_SIMULACRUM,BRD_ANIMATED_STATUE,EXACT_TRADITION,EVD_JRN_R24_B01_SPC_AUTOMATON_SIMULACRUM_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_AUTOMATON_SIMULACRUM_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_AUTOMATON_SIMULACRUM_TERRAIN_SPECIFIC_001
SPC_ARCTOCEPHALUS_GAZELLA,BRD_ANTARCTIC_FUR_SEAL,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_ARCTOCEPHALUS_GAZELLA_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_ARCTOCEPHALUS_GAZELLA_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_ARCTOCEPHALUS_GAZELLA_TERRAIN_SPECIFIC_001
SPC_DIVINUS_APSARA,BRD_APSARA,EXACT_TRADITION,EVD_JRN_R13_B01_SPC_DIVINUS_APSARA_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_DIVINUS_APSARA_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_DIVINUS_APSARA_TERRAIN_SPECIFIC_001
SPC_TYPHLONECTES_COMPRESSICAUDA,BRD_AQUATIC_CAECILIAN,EXACT_SPECIES,EVD_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_PERSONALITY_ID_001 | EVD_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_TERRAIN_BROAD_001 | EVD_JRN_R13_B01_SPC_TYPHLONECTES_COMPRESSICAUDA_TERRAIN_SPECIFIC_001
SPC_CHIMAERA_ARACHNE,BRD_ARACHNE,EXACT_TRADITION,EVD_JRN_R23_B01_SPC_CHIMAERA_ARACHNE_PERSONALITY_ID_001 | EVD_JRN_R23_B01_SPC_CHIMAERA_ARACHNE_TERRAIN_BROAD_001 | EVD_JRN_R23_B01_SPC_CHIMAERA_ARACHNE_TERRAIN_SPECIFIC_001
SPC_ACROCHORDUS_ARAFURAE,BRD_ARAFURA_FILE_SNAKE,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_ACROCHORDUS_ARAFURAE_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_ACROCHORDUS_ARAFURAE_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_ACROCHORDUS_ARAFURAE_TERRAIN_SPECIFIC_001
SPC_SALVELINUS_ALPINUS,BRD_ARCTIC_CHAR,EXACT_SPECIES,EVD_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_SALVELINUS_ALPINUS_TERRAIN_SPECIFIC_001
SPC_ALOPEX_LAGOPUS,BRD_ARCTIC_FOX,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_ALOPEX_LAGOPUS_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_ALOPEX_LAGOPUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_ALOPEX_LAGOPUS_TERRAIN_SPECIFIC_001
SPC_LEPUS_ARCTICUS,BRD_ARCTIC_HARE,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_LEPUS_ARCTICUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_LEPUS_ARCTICUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_LEPUS_ARCTICUS_TERRAIN_SPECIFIC_001
SPC_STERNA_PARADISAEA,BRD_ARCTIC_TERN,EXACT_SPECIES,EVD_JRN_R01_B02_SPC_STERNA_PARADISAEA_PERSONALITY_ID_001 | EVD_JRN_R01_B02_SPC_STERNA_PARADISAEA_TERRAIN_BROAD_001 | EVD_JRN_R01_B02_SPC_STERNA_PARADISAEA_TERRAIN_SPECIFIC_001
SPC_ARCTICTIS_BINTURONG,BRD_ARCTICTIS_BINTURONG_BINTURONG,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_ARCTICTIS_BINTURONG_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_ARCTICTIS_BINTURONG_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_ARCTICTIS_BINTURONG_TERRAIN_SPECIFIC_001
SPC_ARDEA_HERODIAS,BRD_ARDEA_HERODIAS_GREAT_BLUE_HERON,EXACT_SPECIES,EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_PERSONALITY_001 | EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_BROAD_001 | EVD_JRN_R01_B01_SPC_ARDEA_HERODIAS_TERRAIN_SPECIFIC_001
SPC_OVIS_AMMON,BRD_ARGALI,EXACT_SPECIES,EVD_JRN_R02_B01_SPC_OVIS_AMMON_PERSONALITY_ID_001 | EVD_JRN_R02_B01_SPC_OVIS_AMMON_TERRAIN_BROAD_001 | EVD_JRN_R02_B01_SPC_OVIS_AMMON_TERRAIN_SPECIFIC_001
SPC_SALVATOR_MERIANAE,BRD_ARGENTINE_BLACK_AND_WHITE_TEGU,EXACT_SPECIES,EVD_JRN_R24_B01_SPC_SALVATOR_MERIANAE_PERSONALITY_ID_001 | EVD_JRN_R24_B01_SPC_SALVATOR_MERIANAE_TERRAIN_BROAD_001 | EVD_JRN_R24_B01_SPC_SALVATOR_MERIANAE_TERRAIN_SPECIFIC_001
SPC_CENTRUROIDES_SCULPTURATUS,BRD_ARIZONA_BARK_SCORPION,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_CENTRUROIDES_SCULPTURATUS_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_CENTRUROIDES_SCULPTURATUS_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_CENTRUROIDES_SCULPTURATUS_TERRAIN_SPECIFIC_001
SPC_HOPLOMYS_GYMNURUS,BRD_ARMORED_RAT,EXACT_SPECIES,EVD_JRN_R20_B01_SPC_HOPLOMYS_GYMNURUS_PERSONALITY_ID_001 | EVD_JRN_R20_B01_SPC_HOPLOMYS_GYMNURUS_TERRAIN_BROAD_001 | EVD_JRN_R20_B01_SPC_HOPLOMYS_GYMNURUS_TERRAIN_SPECIFIC_001
SPC_ECITON_BURCHELLII,BRD_ARMY_ANT,EXACT_SPECIES,EVD_JRN_R25_B01_SPC_ECITON_BURCHELLII_PERSONALITY_ID_001 | EVD_JRN_R25_B01_SPC_ECITON_BURCHELLII_TERRAIN_BROAD_001 | EVD_JRN_R25_B01_SPC_ECITON_BURCHELLII_TERRAIN_SPECIFIC_001
SPC_PODOCNEMIS_EXPANSA,BRD_ARRAU_TURTLE,EXACT_SPECIES,EVD_JRN_R04_B01_SPC_PODOCNEMIS_EXPANSA_PERSONALITY_ID_001 | EVD_JRN_R04_B01_SPC_PODOCNEMIS_EXPANSA_TERRAIN_BROAD_001 | EVD_JRN_R04_B01_SPC_PODOCNEMIS_EXPANSA_TERRAIN_SPECIFIC_001
SPC_URSUS_THIBETANUS,BRD_ASIAN_BLACK_BEAR,EXACT_SPECIES,EVD_JRN_R02_B02_SPC_URSUS_THIBETANUS_PERSONALITY_ID_001 | EVD_JRN_R02_B02_SPC_URSUS_THIBETANUS_TERRAIN_BROAD_001 | EVD_JRN_R02_B02_SPC_URSUS_THIBETANUS_TERRAIN_SPECIFIC_001
SPC_ELEPHAS_MAXIMUS,BRD_ASIAN_ELEPHANT,EXACT_SPECIES,EVD_JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_PERSONALITY_ID_001 | EVD_JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_TERRAIN_BROAD_001 | EVD_JRN_R11_B01_SPC_ELEPHAS_MAXIMUS_TERRAIN_SPECIFIC_001
SPC_AMYNTHAS_AGRESTIS,BRD_ASIAN_JUMPING_WORM,EXACT_SPECIES,EVD_JRN_R14_B01_SPC_AMYNTHAS_AGRESTIS_PERSONALITY_ID_001 | EVD_JRN_R14_B01_SPC_AMYNTHAS_AGRESTIS_TERRAIN_BROAD_001 | EVD_JRN_R14_B01_SPC_AMYNTHAS_AGRESTIS_TERRAIN_SPECIFIC_001
SPC_DAEMON_ASURA,BRD_ASURA,EXACT_TRADITION,EVD_JRN_R05_B01_SPC_DAEMON_ASURA_PERSONALITY_ID_001 | EVD_JRN_R05_B01_SPC_DAEMON_ASURA_TERRAIN_BROAD_001 | EVD_JRN_R05_B01_SPC_DAEMON_ASURA_TERRAIN_SPECIFIC_001
SPC_VERSIPELLIS_ASWANG,BRD_ASWANG,EXACT_TRADITION,EVD_JRN_R07_B01_SPC_VERSIPELLIS_ASWANG_PERSONALITY_ID_001 | EVD_JRN_R07_B01_SPC_VERSIPELLIS_ASWANG_TERRAIN_BROAD_001 | EVD_JRN_R07_B01_SPC_VERSIPELLIS_ASWANG_TERRAIN_SPECIFIC_001
