"corridorId","Region A","Region A name","Region A continent","Region B","Region B name","Region B continent","canonical directed edges","same-continent / intercontinental","nearby Sites","founded Settlements where available","nearby physical POIs","current route mode","portal capability","trade designation","proposed owner primaryMode","proposed owner infrastructureClass","proposed owner portalCapability","proposed owner tradeDesignation","notes"
"ROUTE_CORRIDOR_R05_R19","R05","Shadowspine","Northwestern","R19","Caldera Heights","Southwestern","R05>R19 | R19>R05","INTERCONTINENTAL","SITE-029 (Crest Haven) | SITE-030 | SITE-031 | SITE-032 | SITE-033 | SITE-034 | SITE-035 | SITE-127 (Whakareva) | SITE-128 | SITE-129 | SITE-130 | SITE-131 | SITE-132 | SITE-133","CONCORD:SETTLEMENT_CONCORD_SITE-029@SITE-029 | CONCORD:SETTLEMENT_CONCORD_SITE-127@SITE-127 | RUIN:SETTLEMENT_RUIN_SITE-029@SITE-029 | RUIN:SETTLEMENT_RUIN_SITE-127@SITE-127 | SCHISM:SETTLEMENT_SCHISM_SITE-029@SITE-029 | SCHISM:SETTLEMENT_SCHISM_SITE-127@SITE-127","POI-001 [WATERFALL] working reference: Visible Major Waterfall | POI-006 [GREAT_PIT] working reference: Great Pit | POI-009 [HELL_DOOR] working reference: Hell Door | POI-014 [CALDERA] working reference: Volcanic Caldera | POI-015 [HOT_SPRING] working reference: Hot Spring Field | POI-021 [PEAK] working reference: Southern Spine Peak | POI-027 [PEAK] working reference: Eastern Volcano Peak | POI-028 [PEAK] working reference: Far East Volcano Peak | POI-032 [JUNGLE] working reference: Southwestern Emerald Jungle | POI-053 [FOREST] working reference: Southwestern Rainwood | POI-072 [VOLCANO] working reference: Eastern Volcano | POI-073 [VOLCANO] working reference: Far-East Volcano | POI-089 [SEA] working reference: Meridian Sea","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R06_R11","R06","Highcourt","Northwestern","R11","Sunscar","Eastern","R06>R11 | R11>R06","INTERCONTINENTAL","SITE-036 (Ascendancy) | SITE-037 | SITE-038 | SITE-039 | SITE-040 | SITE-041 | SITE-042 | SITE-071 (Al-Mihraq) | SITE-072 | SITE-073 | SITE-074 | SITE-075 | SITE-076 | SITE-077","CONCORD:SETTLEMENT_CONCORD_SITE-036@SITE-036 | CONCORD:SETTLEMENT_CONCORD_SITE-071@SITE-071 | RUIN:SETTLEMENT_RUIN_SITE-036@SITE-036 | RUIN:SETTLEMENT_RUIN_SITE-071@SITE-071 | SCHISM:SETTLEMENT_SCHISM_SITE-036@SITE-036 | SCHISM:SETTLEMENT_SCHISM_SITE-071@SITE-071","POI-036 [SHADOW_FOREST] working reference: Highcourt Shadow Forest | POI-041 [LAKE] working reference: Eastern Great Lake | POI-046 [RIVER] working reference: Western Tributary River | POI-051 [FOREST] working reference: Northwestern Shadowwood | POI-052 [FOREST] working reference: Eastern Crownwood | POI-056 [DESERT] working reference: Central Sunwaste | POI-060 [GRASSLAND] working reference: Eastern Golden Grasslands | POI-064 [FLOATING_ISLAND] working reference: Floating Island 01 | POI-065 [FLOATING_ISLAND] working reference: Floating Island 02 | POI-066 [FLOATING_ISLAND] working reference: Floating Island 03 | POI-080 [ISLAND] working reference: Highcourt Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R06_R19","R06","Highcourt","Northwestern","R19","Caldera Heights","Southwestern","R06>R19 | R19>R06","INTERCONTINENTAL","SITE-036 (Ascendancy) | SITE-037 | SITE-038 | SITE-039 | SITE-040 | SITE-041 | SITE-042 | SITE-127 (Whakareva) | SITE-128 | SITE-129 | SITE-130 | SITE-131 | SITE-132 | SITE-133","CONCORD:SETTLEMENT_CONCORD_SITE-036@SITE-036 | CONCORD:SETTLEMENT_CONCORD_SITE-127@SITE-127 | RUIN:SETTLEMENT_RUIN_SITE-036@SITE-036 | RUIN:SETTLEMENT_RUIN_SITE-127@SITE-127 | SCHISM:SETTLEMENT_SCHISM_SITE-036@SITE-036 | SCHISM:SETTLEMENT_SCHISM_SITE-127@SITE-127","POI-009 [HELL_DOOR] working reference: Hell Door | POI-014 [CALDERA] working reference: Volcanic Caldera | POI-015 [HOT_SPRING] working reference: Hot Spring Field | POI-027 [PEAK] working reference: Eastern Volcano Peak | POI-028 [PEAK] working reference: Far East Volcano Peak | POI-032 [JUNGLE] working reference: Southwestern Emerald Jungle | POI-036 [SHADOW_FOREST] working reference: Highcourt Shadow Forest | POI-051 [FOREST] working reference: Northwestern Shadowwood | POI-053 [FOREST] working reference: Southwestern Rainwood | POI-072 [VOLCANO] working reference: Eastern Volcano | POI-073 [VOLCANO] working reference: Far-East Volcano | POI-080 [ISLAND] working reference: Highcourt Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R06_R20","R06","Highcourt","Northwestern","R20","Heartwood","Southwestern","R06>R20 | R20>R06","INTERCONTINENTAL","SITE-036 (Ascendancy) | SITE-037 | SITE-038 | SITE-039 | SITE-040 | SITE-041 | SITE-042 | SITE-134 (Chiroptera) | SITE-135 | SITE-136 | SITE-137 | SITE-138 | SITE-139 | SITE-140","CONCORD:SETTLEMENT_CONCORD_SITE-036@SITE-036 | CONCORD:SETTLEMENT_CONCORD_SITE-134@SITE-134 | RUIN:SETTLEMENT_RUIN_SITE-036@SITE-036 | RUIN:SETTLEMENT_RUIN_SITE-134@SITE-134 | SCHISM:SETTLEMENT_SCHISM_SITE-036@SITE-036 | SCHISM:SETTLEMENT_SCHISM_SITE-134@SITE-134","POI-036 [SHADOW_FOREST] working reference: Highcourt Shadow Forest | POI-051 [FOREST] working reference: Northwestern Shadowwood | POI-080 [ISLAND] working reference: Highcourt Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R07_R08","R07","Duskcanopy","Northwestern","R08","Shadeleaf","Northwestern","R07>R08 | R08>R07","SAME-CONTINENT","SITE-043 (Sanguin Bay) | SITE-044 | SITE-045 | SITE-046 | SITE-047 | SITE-048 | SITE-049 | SITE-050 (Luminthalas) | SITE-051 | SITE-052 | SITE-053 | SITE-054 | SITE-055 | SITE-056","CONCORD:SETTLEMENT_CONCORD_SITE-043@SITE-043 | CONCORD:SETTLEMENT_CONCORD_SITE-050@SITE-050 | RUIN:SETTLEMENT_RUIN_SITE-043@SITE-043 | RUIN:SETTLEMENT_RUIN_SITE-050@SITE-050 | SCHISM:SETTLEMENT_SCHISM_SITE-043@SITE-043 | SCHISM:SETTLEMENT_SCHISM_SITE-050@SITE-050","POI-002 [SHADOW_FOREST] working reference: Shadow Forest Heart | POI-037 [STEPPE] working reference: Northwestern Long Steppe | POI-061 [PLAINS] working reference: Northwestern Longplain","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R08_R17","R08","Shadeleaf","Northwestern","R17","Canopywall","Southwestern","R08>R17 | R17>R08","INTERCONTINENTAL","SITE-050 (Luminthalas) | SITE-051 | SITE-052 | SITE-053 | SITE-054 | SITE-055 | SITE-056 | SITE-113 (Sylvan Gate) | SITE-114 | SITE-115 | SITE-116 | SITE-117 | SITE-118 | SITE-119","CONCORD:SETTLEMENT_CONCORD_SITE-050@SITE-050 | CONCORD:SETTLEMENT_CONCORD_SITE-113@SITE-113 | RUIN:SETTLEMENT_RUIN_SITE-050@SITE-050 | RUIN:SETTLEMENT_RUIN_SITE-113@SITE-113 | SCHISM:SETTLEMENT_SCHISM_SITE-050@SITE-050 | SCHISM:SETTLEMENT_SCHISM_SITE-113@SITE-113","POI-031 [JUNGLE] working reference: Eastern Monsoon Jungle | POI-085 [BAY] working reference: Southwestern Emerald Bay","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R09_R10","R09","Forestcrown","Eastern","R10","Innerwood","Eastern","R09>R10 | R10>R09","SAME-CONTINENT","SITE-057 (Dzongkhar) | SITE-058 | SITE-059 | SITE-060 | SITE-061 | SITE-062 | SITE-063 | SITE-064 (Shahravan) | SITE-065 | SITE-066 | SITE-067 | SITE-068 | SITE-069 | SITE-070","CONCORD:SETTLEMENT_CONCORD_SITE-057@SITE-057 | RUIN:SETTLEMENT_RUIN_SITE-057@SITE-057 | SCHISM:SETTLEMENT_SCHISM_SITE-057@SITE-057","POI-012 [FLOATING_ISLAND_GROUP] working reference: Floating Island Group | POI-013 [GEYSER] working reference: Visible Geyser | POI-022 [PEAK] working reference: Western Snow Peak | POI-067 [FLOATING_ISLAND] working reference: Floating Island 04","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R09_R15","R09","Forestcrown","Eastern","R15","Forestfold","Eastern","R09>R15 | R15>R09","SAME-CONTINENT","SITE-057 (Dzongkhar) | SITE-058 | SITE-059 | SITE-060 | SITE-061 | SITE-062 | SITE-063 | SITE-099 (Devanagri) | SITE-100 | SITE-101 | SITE-102 | SITE-103 | SITE-104 | SITE-105","CONCORD:SETTLEMENT_CONCORD_SITE-057@SITE-057 | CONCORD:SETTLEMENT_CONCORD_SITE-099@SITE-099 | RUIN:SETTLEMENT_RUIN_SITE-057@SITE-057 | RUIN:SETTLEMENT_RUIN_SITE-099@SITE-099 | SCHISM:SETTLEMENT_SCHISM_SITE-057@SITE-057 | SCHISM:SETTLEMENT_SCHISM_SITE-099@SITE-099","POI-008 [HEAVENFALL] working reference: Heavenfall | POI-013 [GEYSER] working reference: Visible Geyser | POI-017 [POLAR_ANOMALY] working reference: Polar Arcane Anomaly | POI-022 [PEAK] working reference: Western Snow Peak | POI-024 [PEAK] working reference: Southwest Peak | POI-038 [STEPPE] working reference: Northern Cold Steppe | POI-054 [DESERT] working reference: Northern Amber Desert | POI-067 [FLOATING_ISLAND] working reference: Floating Island 04 | POI-084 [BAY] working reference: Eastern Crescent Bay | POI-091 [OCEAN] working reference: Northern Ocean","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R10_R11","R10","Innerwood","Eastern","R11","Sunscar","Eastern","R10>R11 | R11>R10","SAME-CONTINENT","SITE-064 (Shahravan) | SITE-065 | SITE-066 | SITE-067 | SITE-068 | SITE-069 | SITE-070 | SITE-071 (Al-Mihraq) | SITE-072 | SITE-073 | SITE-074 | SITE-075 | SITE-076 | SITE-077","CONCORD:SETTLEMENT_CONCORD_SITE-071@SITE-071 | RUIN:SETTLEMENT_RUIN_SITE-071@SITE-071 | SCHISM:SETTLEMENT_SCHISM_SITE-071@SITE-071","POI-012 [FLOATING_ISLAND_GROUP] working reference: Floating Island Group | POI-041 [LAKE] working reference: Eastern Great Lake | POI-046 [RIVER] working reference: Western Tributary River | POI-052 [FOREST] working reference: Eastern Crownwood | POI-056 [DESERT] working reference: Central Sunwaste | POI-060 [GRASSLAND] working reference: Eastern Golden Grasslands | POI-064 [FLOATING_ISLAND] working reference: Floating Island 01 | POI-065 [FLOATING_ISLAND] working reference: Floating Island 02 | POI-066 [FLOATING_ISLAND] working reference: Floating Island 03","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R10_R15","R10","Innerwood","Eastern","R15","Forestfold","Eastern","R10>R15 | R15>R10","SAME-CONTINENT","SITE-064 (Shahravan) | SITE-065 | SITE-066 | SITE-067 | SITE-068 | SITE-069 | SITE-070 | SITE-099 (Devanagri) | SITE-100 | SITE-101 | SITE-102 | SITE-103 | SITE-104 | SITE-105","CONCORD:SETTLEMENT_CONCORD_SITE-099@SITE-099 | RUIN:SETTLEMENT_RUIN_SITE-099@SITE-099 | SCHISM:SETTLEMENT_SCHISM_SITE-099@SITE-099","POI-008 [HEAVENFALL] working reference: Heavenfall | POI-012 [FLOATING_ISLAND_GROUP] working reference: Floating Island Group | POI-017 [POLAR_ANOMALY] working reference: Polar Arcane Anomaly | POI-024 [PEAK] working reference: Southwest Peak | POI-038 [STEPPE] working reference: Northern Cold Steppe | POI-054 [DESERT] working reference: Northern Amber Desert | POI-084 [BAY] working reference: Eastern Crescent Bay | POI-091 [OCEAN] working reference: Northern Ocean","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R11_R12","R11","Sunscar","Eastern","R12","Reefward","Eastern","R11>R12 | R12>R11","SAME-CONTINENT","SITE-071 (Al-Mihraq) | SITE-072 | SITE-073 | SITE-074 | SITE-075 | SITE-076 | SITE-077 | SITE-078 (Thalassor) | SITE-079 | SITE-080 | SITE-081 | SITE-082 | SITE-083 | SITE-084","CONCORD:SETTLEMENT_CONCORD_SITE-071@SITE-071 | CONCORD:SETTLEMENT_CONCORD_SITE-078@SITE-078 | RUIN:SETTLEMENT_RUIN_SITE-071@SITE-071 | RUIN:SETTLEMENT_RUIN_SITE-078@SITE-078 | SCHISM:SETTLEMENT_SCHISM_SITE-071@SITE-071 | SCHISM:SETTLEMENT_SCHISM_SITE-078@SITE-078","POI-004 [REEF] working reference: Eastern Great Reef | POI-007 [WORLD_TREE] working reference: World Tree | POI-010 [MAELSTROM] working reference: Eastern Maelstrom | POI-041 [LAKE] working reference: Eastern Great Lake | POI-046 [RIVER] working reference: Western Tributary River | POI-052 [FOREST] working reference: Eastern Crownwood | POI-056 [DESERT] working reference: Central Sunwaste | POI-060 [GRASSLAND] working reference: Eastern Golden Grasslands | POI-064 [FLOATING_ISLAND] working reference: Floating Island 01 | POI-065 [FLOATING_ISLAND] working reference: Floating Island 02 | POI-066 [FLOATING_ISLAND] working reference: Floating Island 03 | POI-081 [ISLAND] working reference: Eastern Reef Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R12_R14","R12","Reefward","Eastern","R14","Manywater","Eastern","R12>R14 | R14>R12","SAME-CONTINENT","SITE-078 (Thalassor) | SITE-079 | SITE-080 | SITE-081 | SITE-082 | SITE-083 | SITE-084 | SITE-092 (Hydros) | SITE-093 | SITE-094 | SITE-095 | SITE-096 | SITE-097 | SITE-098","CONCORD:SETTLEMENT_CONCORD_SITE-078@SITE-078 | CONCORD:SETTLEMENT_CONCORD_SITE-092@SITE-092 | RUIN:SETTLEMENT_RUIN_SITE-078@SITE-078 | RUIN:SETTLEMENT_RUIN_SITE-092@SITE-092 | SCHISM:SETTLEMENT_SCHISM_SITE-078@SITE-078 | SCHISM:SETTLEMENT_SCHISM_SITE-092@SITE-092","POI-004 [REEF] working reference: Eastern Great Reef | POI-007 [WORLD_TREE] working reference: World Tree | POI-010 [MAELSTROM] working reference: Eastern Maelstrom | POI-023 [PEAK] working reference: Eastern Badland Peak | POI-029 [PEAK] working reference: Derived Summit 01 | POI-033 [BADLANDS] working reference: Eastern Red Badlands | POI-045 [RIVER] working reference: Great Southbound River | POI-074 [MOUNTAIN_RANGE] working reference: Eastern Badland Range | POI-078 [WETLAND] working reference: Eastern Great Delta Wetlands | POI-081 [ISLAND] working reference: Eastern Reef Isle | POI-087 [PLATEAU] working reference: Central Arid Plateau","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R12_R16","R12","Reefward","Eastern","R16","Eastchain","Eastern","R12>R16 | R16>R12","SAME-CONTINENT","SITE-078 (Thalassor) | SITE-079 | SITE-080 | SITE-081 | SITE-082 | SITE-083 | SITE-084 | SITE-106 (Naga-Pura) | SITE-107 | SITE-108 | SITE-109 | SITE-110 | SITE-111 | SITE-112","CONCORD:SETTLEMENT_CONCORD_SITE-078@SITE-078 | CONCORD:SETTLEMENT_CONCORD_SITE-106@SITE-106 | RUIN:SETTLEMENT_RUIN_SITE-078@SITE-078 | RUIN:SETTLEMENT_RUIN_SITE-106@SITE-106 | SCHISM:SETTLEMENT_SCHISM_SITE-078@SITE-078 | SCHISM:SETTLEMENT_SCHISM_SITE-106@SITE-106","POI-004 [REEF] working reference: Eastern Great Reef | POI-007 [WORLD_TREE] working reference: World Tree | POI-010 [MAELSTROM] working reference: Eastern Maelstrom | POI-057 [DESERT] working reference: Southeastern Drylands | POI-081 [ISLAND] working reference: Eastern Reef Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R13_R14","R13","Drymarsh","Eastern","R14","Manywater","Eastern","R13>R14 | R14>R13","SAME-CONTINENT","SITE-085 (Celestial Quay) | SITE-086 | SITE-087 | SITE-088 | SITE-089 | SITE-090 | SITE-091 | SITE-092 (Hydros) | SITE-093 | SITE-094 | SITE-095 | SITE-096 | SITE-097 | SITE-098","CONCORD:SETTLEMENT_CONCORD_SITE-085@SITE-085 | CONCORD:SETTLEMENT_CONCORD_SITE-092@SITE-092 | RUIN:SETTLEMENT_RUIN_SITE-085@SITE-085 | RUIN:SETTLEMENT_RUIN_SITE-092@SITE-092 | SCHISM:SETTLEMENT_SCHISM_SITE-085@SITE-085 | SCHISM:SETTLEMENT_SCHISM_SITE-092@SITE-092","POI-023 [PEAK] working reference: Eastern Badland Peak | POI-029 [PEAK] working reference: Derived Summit 01 | POI-033 [BADLANDS] working reference: Eastern Red Badlands | POI-034 [BADLANDS] working reference: Central Broken Badlands | POI-045 [RIVER] working reference: Great Southbound River | POI-047 [RIVER] working reference: Eastern Tributary River | POI-055 [DESERT] working reference: Eastern Red Desert | POI-074 [MOUNTAIN_RANGE] working reference: Eastern Badland Range | POI-078 [WETLAND] working reference: Eastern Great Delta Wetlands | POI-087 [PLATEAU] working reference: Central Arid Plateau","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R13_R16","R13","Drymarsh","Eastern","R16","Eastchain","Eastern","R13>R16 | R16>R13","SAME-CONTINENT","SITE-085 (Celestial Quay) | SITE-086 | SITE-087 | SITE-088 | SITE-089 | SITE-090 | SITE-091 | SITE-106 (Naga-Pura) | SITE-107 | SITE-108 | SITE-109 | SITE-110 | SITE-111 | SITE-112","CONCORD:SETTLEMENT_CONCORD_SITE-085@SITE-085 | CONCORD:SETTLEMENT_CONCORD_SITE-106@SITE-106 | RUIN:SETTLEMENT_RUIN_SITE-085@SITE-085 | RUIN:SETTLEMENT_RUIN_SITE-106@SITE-106 | SCHISM:SETTLEMENT_SCHISM_SITE-085@SITE-085 | SCHISM:SETTLEMENT_SCHISM_SITE-106@SITE-106","POI-034 [BADLANDS] working reference: Central Broken Badlands | POI-047 [RIVER] working reference: Eastern Tributary River | POI-055 [DESERT] working reference: Eastern Red Desert | POI-057 [DESERT] working reference: Southeastern Drylands","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R13_R22","R13","Drymarsh","Eastern","R22","The Chains","Southwestern","R13>R22 | R22>R13","INTERCONTINENTAL","SITE-085 (Celestial Quay) | SITE-086 | SITE-087 | SITE-088 | SITE-089 | SITE-090 | SITE-091 | SITE-148 (Tjuringa) | SITE-149 | SITE-150 | SITE-151 | SITE-152 | SITE-153 | SITE-154","CONCORD:SETTLEMENT_CONCORD_SITE-085@SITE-085 | CONCORD:SETTLEMENT_CONCORD_SITE-148@SITE-148 | RUIN:SETTLEMENT_RUIN_SITE-085@SITE-085 | RUIN:SETTLEMENT_RUIN_SITE-148@SITE-148 | SCHISM:SETTLEMENT_SCHISM_SITE-085@SITE-085 | SCHISM:SETTLEMENT_SCHISM_SITE-148@SITE-148","POI-034 [BADLANDS] working reference: Central Broken Badlands | POI-047 [RIVER] working reference: Eastern Tributary River | POI-055 [DESERT] working reference: Eastern Red Desert | POI-082 [ISLAND] working reference: Emberchain Isle | POI-083 [ISLAND] working reference: Far-South Ice Isle","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R14_R16","R14","Manywater","Eastern","R16","Eastchain","Eastern","R14>R16 | R16>R14","SAME-CONTINENT","SITE-092 (Hydros) | SITE-093 | SITE-094 | SITE-095 | SITE-096 | SITE-097 | SITE-098 | SITE-106 (Naga-Pura) | SITE-107 | SITE-108 | SITE-109 | SITE-110 | SITE-111 | SITE-112","CONCORD:SETTLEMENT_CONCORD_SITE-092@SITE-092 | CONCORD:SETTLEMENT_CONCORD_SITE-106@SITE-106 | RUIN:SETTLEMENT_RUIN_SITE-092@SITE-092 | RUIN:SETTLEMENT_RUIN_SITE-106@SITE-106 | SCHISM:SETTLEMENT_SCHISM_SITE-092@SITE-092 | SCHISM:SETTLEMENT_SCHISM_SITE-106@SITE-106","POI-023 [PEAK] working reference: Eastern Badland Peak | POI-029 [PEAK] working reference: Derived Summit 01 | POI-033 [BADLANDS] working reference: Eastern Red Badlands | POI-045 [RIVER] working reference: Great Southbound River | POI-057 [DESERT] working reference: Southeastern Drylands | POI-074 [MOUNTAIN_RANGE] working reference: Eastern Badland Range | POI-078 [WETLAND] working reference: Eastern Great Delta Wetlands | POI-087 [PLATEAU] working reference: Central Arid Plateau","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R17_R18","R17","Canopywall","Southwestern","R18","Aerie Peaks","Southwestern","R17>R18 | R18>R17","SAME-CONTINENT","SITE-113 (Sylvan Gate) | SITE-114 | SITE-115 | SITE-116 | SITE-117 | SITE-118 | SITE-119 | SITE-120 (Gryphon Reach) | SITE-121 | SITE-122 | SITE-123 | SITE-124 | SITE-125 | SITE-126","CONCORD:SETTLEMENT_CONCORD_SITE-113@SITE-113 | CONCORD:SETTLEMENT_CONCORD_SITE-120@SITE-120 | RUIN:SETTLEMENT_RUIN_SITE-113@SITE-113 | RUIN:SETTLEMENT_RUIN_SITE-120@SITE-120 | SCHISM:SETTLEMENT_SCHISM_SITE-113@SITE-113 | SCHISM:SETTLEMENT_SCHISM_SITE-120@SITE-120","POI-025 [PEAK] working reference: Northwest High Peak | POI-026 [PEAK] working reference: Central High Peak | POI-031 [JUNGLE] working reference: Eastern Monsoon Jungle | POI-039 [MOUNTAIN_RANGE] working reference: Southwestern Spine Range | POI-059 [GRASSLAND] working reference: Southwestern Greensteppe | POI-069 [GLACIER] working reference: Southwestern Spine Glacier | POI-085 [BAY] working reference: Southwestern Emerald Bay","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
"ROUTE_CORRIDOR_R17_R24","R17","Canopywall","Southwestern","R24","Southcanopy","Southwestern","R17>R24 | R24>R17","SAME-CONTINENT","SITE-113 (Sylvan Gate) | SITE-114 | SITE-115 | SITE-116 | SITE-117 | SITE-118 | SITE-119 | SITE-162 (Lacerta Shore) | SITE-163 | SITE-164 | SITE-165 | SITE-166 | SITE-167 | SITE-168","CONCORD:SETTLEMENT_CONCORD_SITE-113@SITE-113 | CONCORD:SETTLEMENT_CONCORD_SITE-162@SITE-162 | RUIN:SETTLEMENT_RUIN_SITE-113@SITE-113 | RUIN:SETTLEMENT_RUIN_SITE-162@SITE-162 | SCHISM:SETTLEMENT_SCHISM_SITE-113@SITE-113 | SCHISM:SETTLEMENT_SCHISM_SITE-162@SITE-162","POI-031 [JUNGLE] working reference: Eastern Monsoon Jungle | POI-085 [BAY] working reference: Southwestern Emerald Bay","UNRESOLVED / UNRESOLVED","false","false","","","","","OWNER_APPROVAL_REQUIRED; allowed classifications: LAND / ROAD, LAND / HIGHWAY, SEA / SEA_ROUTE, AIR / AIRSHIP_ROUTE, PORTAL_ONLY. Do not infer unresolved modes."
